year,GEOID,NAME,variable,estimate,moe
2012,4748000,"Memphis city, Tennessee",B25118_001,247478,3642
2013,4748000,"Memphis city, Tennessee",B25118_001,250302,4332
2014,4748000,"Memphis city, Tennessee",B25118_001,250553,3753
2015,4748000,"Memphis city, Tennessee",B25118_001,250324,4428
2016,4748000,"Memphis city, Tennessee",B25118_001,256973,4572
2017,4748000,"Memphis city, Tennessee",B25118_001,246518,4056
2018,4748000,"Memphis city, Tennessee",B25118_001,252517,4720
2019,4748000,"Memphis city, Tennessee",B25118_001,254423,4870
2005,4748000,"Memphis city, Tennessee",B25118_002,142030,3998
2006,4748000,"Memphis city, Tennessee",B25118_002,136669,4519
2007,4748000,"Memphis city, Tennessee",B25118_002,133321,4242
2008,4748000,"Memphis city, Tennessee",B25118_002,135138,3834
2009,4748000,"Memphis city, Tennessee",B25118_002,134934,4791
2010,4748000,"Memphis city, Tennessee",B25118_002,125745,3852
2011,4748000,"Memphis city, Tennessee",B25118_002,121164,4216
2012,4748000,"Memphis city, Tennessee",B25118_002,123895,4121
2013,4748000,"Memphis city, Tennessee",B25118_002,120557,4381
2014,4748000,"Memphis city, Tennessee",B25118_002,119076,4245
2015,4748000,"Memphis city, Tennessee",B25118_002,117567,3889
2016,4748000,"Memphis city, Tennessee",B25118_002,112762,3927
2017,4748000,"Memphis city, Tennessee",B25118_002,113341,3325
2018,4748000,"Memphis city, Tennessee",B25118_002,117384,4301
2019,4748000,"Memphis city, Tennessee",B25118_002,118107,4631
2005,4748000,"Memphis city, Tennessee",B25118_003,3709,903
2006,4748000,"Memphis city, Tennessee",B25118_003,3682,956
2007,4748000,"Memphis city, Tennessee",B25118_003,3658,1167
2008,4748000,"Memphis city, Tennessee",B25118_003,3917,965
2009,4748000,"Memphis city, Tennessee",B25118_003,4299,908
2010,4748000,"Memphis city, Tennessee",B25118_003,3206,809
2011,4748000,"Memphis city, Tennessee",B25118_003,4058,964
2012,4748000,"Memphis city, Tennessee",B25118_003,4125,935
2013,4748000,"Memphis city, Tennessee",B25118_003,3372,918
2014,4748000,"Memphis city, Tennessee",B25118_003,4351,918
2015,4748000,"Memphis city, Tennessee",B25118_003,2756,832
2016,4748000,"Memphis city, Tennessee",B25118_003,2284,787
2017,4748000,"Memphis city, Tennessee",B25118_003,3520,908
2018,4748000,"Memphis city, Tennessee",B25118_003,5100,1476
2019,4748000,"Memphis city, Tennessee",B25118_003,2652,740
2005,4748000,"Memphis city, Tennessee",B25118_004,6798,1501
2006,4748000,"Memphis city, Tennessee",B25118_004,5332,1181
2007,4748000,"Memphis city, Tennessee",B25118_004,5600,1013
2008,4748000,"Memphis city, Tennessee",B25118_004,3396,798
2009,4748000,"Memphis city, Tennessee",B25118_004,4539,1192
2010,4748000,"Memphis city, Tennessee",B25118_004,3085,866
2011,4748000,"Memphis city, Tennessee",B25118_004,3129,842
2012,4748000,"Memphis city, Tennessee",B25118_004,3752,809
2013,4748000,"Memphis city, Tennessee",B25118_004,3904,880
2014,4748000,"Memphis city, Tennessee",B25118_004,3842,853
2015,4748000,"Memphis city, Tennessee",B25118_004,2859,645
2016,4748000,"Memphis city, Tennessee",B25118_004,2216,653
2017,4748000,"Memphis city, Tennessee",B25118_004,3202,928
2018,4748000,"Memphis city, Tennessee",B25118_004,2769,757
2019,4748000,"Memphis city, Tennessee",B25118_004,2457,818
2005,4748000,"Memphis city, Tennessee",B25118_005,6231,1255
2006,4748000,"Memphis city, Tennessee",B25118_005,7360,1239
2007,4748000,"Memphis city, Tennessee",B25118_005,6659,1239
2008,4748000,"Memphis city, Tennessee",B25118_005,7738,1280
2009,4748000,"Memphis city, Tennessee",B25118_005,7708,1587
2010,4748000,"Memphis city, Tennessee",B25118_005,5143,894
2011,4748000,"Memphis city, Tennessee",B25118_005,6257,1218
2012,4748000,"Memphis city, Tennessee",B25118_005,6780,1121
2013,4748000,"Memphis city, Tennessee",B25118_005,5061,1148
2014,4748000,"Memphis city, Tennessee",B25118_005,5890,1082
2015,4748000,"Memphis city, Tennessee",B25118_005,6358,924
2016,4748000,"Memphis city, Tennessee",B25118_005,5085,1146
2017,4748000,"Memphis city, Tennessee",B25118_005,6386,1270
2018,4748000,"Memphis city, Tennessee",B25118_005,3638,812
2019,4748000,"Memphis city, Tennessee",B25118_005,5092,1023
2005,4748000,"Memphis city, Tennessee",B25118_006,8242,1352
2006,4748000,"Memphis city, Tennessee",B25118_006,6960,1532
2007,4748000,"Memphis city, Tennessee",B25118_006,6310,1334
2008,4748000,"Memphis city, Tennessee",B25118_006,6747,1229
2009,4748000,"Memphis city, Tennessee",B25118_006,6741,1274
2010,4748000,"Memphis city, Tennessee",B25118_006,5765,1313
2011,4748000,"Memphis city, Tennessee",B25118_006,6694,1187
2012,4748000,"Memphis city, Tennessee",B25118_006,7458,1395
2013,4748000,"Memphis city, Tennessee",B25118_006,5809,1141
2014,4748000,"Memphis city, Tennessee",B25118_006,7688,1220
2015,4748000,"Memphis city, Tennessee",B25118_006,6223,1137
2016,4748000,"Memphis city, Tennessee",B25118_006,6734,1150
2017,4748000,"Memphis city, Tennessee",B25118_006,5646,1144
2018,4748000,"Memphis city, Tennessee",B25118_006,6365,1471
2019,4748000,"Memphis city, Tennessee",B25118_006,4457,1157
2005,4748000,"Memphis city, Tennessee",B25118_007,10729,1996
2006,4748000,"Memphis city, Tennessee",B25118_007,8937,1803
2007,4748000,"Memphis city, Tennessee",B25118_007,5596,1116
2008,4748000,"Memphis city, Tennessee",B25118_007,6167,1169
2009,4748000,"Memphis city, Tennessee",B25118_007,6716,1147
2010,4748000,"Memphis city, Tennessee",B25118_007,5671,1227
2011,4748000,"Memphis city, Tennessee",B25118_007,7737,1517
2012,4748000,"Memphis city, Tennessee",B25118_007,7334,1276
2013,4748000,"Memphis city, Tennessee",B25118_007,6376,1060
2014,4748000,"Memphis city, Tennessee",B25118_007,5940,1079
2015,4748000,"Memphis city, Tennessee",B25118_007,6016,961
2016,4748000,"Memphis city, Tennessee",B25118_007,5077,999
2017,4748000,"Memphis city, Tennessee",B25118_007,5927,1037
2018,4748000,"Memphis city, Tennessee",B25118_007,4999,1049
2019,4748000,"Memphis city, Tennessee",B25118_007,4447,1228
2005,4748000,"Memphis city, Tennessee",B25118_008,17182,2530
2006,4748000,"Memphis city, Tennessee",B25118_008,19548,2114
2007,4748000,"Memphis city, Tennessee",B25118_008,16976,1959
2008,4748000,"Memphis city, Tennessee",B25118_008,15751,1905
2009,4748000,"Memphis city, Tennessee",B25118_008,16568,2382
2010,4748000,"Memphis city, Tennessee",B25118_008,15876,1819
2011,4748000,"Memphis city, Tennessee",B25118_008,12606,1618
2012,4748000,"Memphis city, Tennessee",B25118_008,13948,1459
2013,4748000,"Memphis city, Tennessee",B25118_008,13544,1827
2014,4748000,"Memphis city, Tennessee",B25118_008,13197,1654
2015,4748000,"Memphis city, Tennessee",B25118_008,13178,2047
2016,4748000,"Memphis city, Tennessee",B25118_008,11147,1613
2017,4748000,"Memphis city, Tennessee",B25118_008,11700,1829
2018,4748000,"Memphis city, Tennessee",B25118_008,11121,1603
2019,4748000,"Memphis city, Tennessee",B25118_008,9241,1478
2005,4748000,"Memphis city, Tennessee",B25118_009,24893,2590
2006,4748000,"Memphis city, Tennessee",B25118_009,24256,2647
2007,4748000,"Memphis city, Tennessee",B25118_009,20489,2473
2008,4748000,"Memphis city, Tennessee",B25118_009,22280,2438
2009,4748000,"Memphis city, Tennessee",B25118_009,20782,2241
2010,4748000,"Memphis city, Tennessee",B25118_009,19576,1916
2011,4748000,"Memphis city, Tennessee",B25118_009,18061,2070
2012,4748000,"Memphis city, Tennessee",B25118_009,16016,1834
2013,4748000,"Memphis city, Tennessee",B25118_009,18930,2284
2014,4748000,"Memphis city, Tennessee",B25118_009,17038,2006
2015,4748000,"Memphis city, Tennessee",B25118_009,18276,2263
2016,4748000,"Memphis city, Tennessee",B25118_009,16704,1856
2017,4748000,"Memphis city, Tennessee",B25118_009,14755,1735
2018,4748000,"Memphis city, Tennessee",B25118_009,17275,2332
2019,4748000,"Memphis city, Tennessee",B25118_009,16859,2249
2005,4748000,"Memphis city, Tennessee",B25118_010,29858,2845
2006,4748000,"Memphis city, Tennessee",B25118_010,26487,2361
2007,4748000,"Memphis city, Tennessee",B25118_010,29300,2365
2008,4748000,"Memphis city, Tennessee",B25118_010,25721,2605
2009,4748000,"Memphis city, Tennessee",B25118_010,27088,2657
2010,4748000,"Memphis city, Tennessee",B25118_010,26805,2498
2011,4748000,"Memphis city, Tennessee",B25118_010,25920,2690
2012,4748000,"Memphis city, Tennessee",B25118_010,25308,2047
2013,4748000,"Memphis city, Tennessee",B25118_010,24366,2563
2014,4748000,"Memphis city, Tennessee",B25118_010,23603,2185
2015,4748000,"Memphis city, Tennessee",B25118_010,19645,1926
2016,4748000,"Memphis city, Tennessee",B25118_010,22675,2251
2017,4748000,"Memphis city, Tennessee",B25118_010,22621,2407
2018,4748000,"Memphis city, Tennessee",B25118_010,22686,2084
2019,4748000,"Memphis city, Tennessee",B25118_010,21884,2113
2005,4748000,"Memphis city, Tennessee",B25118_011,14549,2121
2006,4748000,"Memphis city, Tennessee",B25118_011,14777,1799
2007,4748000,"Memphis city, Tennessee",B25118_011,14556,1596
2008,4748000,"Memphis city, Tennessee",B25118_011,16411,2021
2009,4748000,"Memphis city, Tennessee",B25118_011,15993,1677
2010,4748000,"Memphis city, Tennessee",B25118_011,16450,1555
2011,4748000,"Memphis city, Tennessee",B25118_011,15223,2042
2012,4748000,"Memphis city, Tennessee",B25118_011,15626,1463
2013,4748000,"Memphis city, Tennessee",B25118_011,14881,1877
2014,4748000,"Memphis city, Tennessee",B25118_011,12208,1610
2015,4748000,"Memphis city, Tennessee",B25118_011,16009,1710
2016,4748000,"Memphis city, Tennessee",B25118_011,15813,1894
2017,4748000,"Memphis city, Tennessee",B25118_011,11922,1428
2018,4748000,"Memphis city, Tennessee",B25118_011,13681,1751
2019,4748000,"Memphis city, Tennessee",B25118_011,15333,2356
2005,4748000,"Memphis city, Tennessee",B25118_012,11797,1596
2006,4748000,"Memphis city, Tennessee",B25118_012,11181,1585
2007,4748000,"Memphis city, Tennessee",B25118_012,13579,1735
2008,4748000,"Memphis city, Tennessee",B25118_012,14219,1673
2009,4748000,"Memphis city, Tennessee",B25118_012,15822,1647
2010,4748000,"Memphis city, Tennessee",B25118_012,14898,1791
2011,4748000,"Memphis city, Tennessee",B25118_012,12959,1682
2012,4748000,"Memphis city, Tennessee",B25118_012,13031,1496
2013,4748000,"Memphis city, Tennessee",B25118_012,13812,1815
2014,4748000,"Memphis city, Tennessee",B25118_012,14547,1792
2015,4748000,"Memphis city, Tennessee",B25118_012,14771,1793
2016,4748000,"Memphis city, Tennessee",B25118_012,12497,1655
2017,4748000,"Memphis city, Tennessee",B25118_012,14140,1749
2018,4748000,"Memphis city, Tennessee",B25118_012,16099,2094
2019,4748000,"Memphis city, Tennessee",B25118_012,18047,2425
2005,4748000,"Memphis city, Tennessee",B25118_013,8042,1248
2006,4748000,"Memphis city, Tennessee",B25118_013,8149,1005
2007,4748000,"Memphis city, Tennessee",B25118_013,10598,1397
2008,4748000,"Memphis city, Tennessee",B25118_013,12791,1499
2009,4748000,"Memphis city, Tennessee",B25118_013,8678,1126
2010,4748000,"Memphis city, Tennessee",B25118_013,9270,1297
2011,4748000,"Memphis city, Tennessee",B25118_013,8520,1327
2012,4748000,"Memphis city, Tennessee",B25118_013,10517,1274
2013,4748000,"Memphis city, Tennessee",B25118_013,10502,1606
2014,4748000,"Memphis city, Tennessee",B25118_013,10772,1266
2015,4748000,"Memphis city, Tennessee",B25118_013,11476,1544
2016,4748000,"Memphis city, Tennessee",B25118_013,12530,1589
2017,4748000,"Memphis city, Tennessee",B25118_013,13522,1578
2018,4748000,"Memphis city, Tennessee",B25118_013,13651,1737
2019,4748000,"Memphis city, Tennessee",B25118_013,17638,2228
2005,4748000,"Memphis city, Tennessee",B25118_014,119953,4329
2006,4748000,"Memphis city, Tennessee",B25118_014,112167,5067
2007,4748000,"Memphis city, Tennessee",B25118_014,117564,5144
2008,4748000,"Memphis city, Tennessee",B25118_014,109791,4062
2009,4748000,"Memphis city, Tennessee",B25118_014,119072,4968
2010,4748000,"Memphis city, Tennessee",B25118_014,115655,4165
2011,4748000,"Memphis city, Tennessee",B25118_014,124672,4416
2012,4748000,"Memphis city, Tennessee",B25118_014,123583,4433
2013,4748000,"Memphis city, Tennessee",B25118_014,129745,4668
2014,4748000,"Memphis city, Tennessee",B25118_014,131477,3999
2015,4748000,"Memphis city, Tennessee",B25118_014,132757,5286
2016,4748000,"Memphis city, Tennessee",B25118_014,144211,4748
2017,4748000,"Memphis city, Tennessee",B25118_014,133177,4394
2018,4748000,"Memphis city, Tennessee",B25118_014,135133,5287
2019,4748000,"Memphis city, Tennessee",B25118_014,136316,4609
2005,4748000,"Memphis city, Tennessee",B25118_015,9484,1623
2006,4748000,"Memphis city, Tennessee",B25118_015,10270,1706
2007,4748000,"Memphis city, Tennessee",B25118_015,13678,2095
2008,4748000,"Memphis city, Tennessee",B25118_015,9347,1606
2009,4748000,"Memphis city, Tennessee",B25118_015,12207,1870
2010,4748000,"Memphis city, Tennessee",B25118_015,11056,1741
2011,4748000,"Memphis city, Tennessee",B25118_015,10802,1735
2012,4748000,"Memphis city, Tennessee",B25118_015,13213,1951
2013,4748000,"Memphis city, Tennessee",B25118_015,13455,1838
2014,4748000,"Memphis city, Tennessee",B25118_015,13043,1903
2015,4748000,"Memphis city, Tennessee",B25118_015,10880,2050
2016,4748000,"Memphis city, Tennessee",B25118_015,14337,2453
2017,4748000,"Memphis city, Tennessee",B25118_015,11763,1817
2018,4748000,"Memphis city, Tennessee",B25118_015,12868,1853
2019,4748000,"Memphis city, Tennessee",B25118_015,11177,2346
2005,4748000,"Memphis city, Tennessee",B25118_016,17059,2565
2006,4748000,"Memphis city, Tennessee",B25118_016,13814,1935
2007,4748000,"Memphis city, Tennessee",B25118_016,13180,1985
2008,4748000,"Memphis city, Tennessee",B25118_016,10087,1756
2009,4748000,"Memphis city, Tennessee",B25118_016,11294,1700
2010,4748000,"Memphis city, Tennessee",B25118_016,13579,1977
2011,4748000,"Memphis city, Tennessee",B25118_016,14176,1647
2012,4748000,"Memphis city, Tennessee",B25118_016,12953,1590
2013,4748000,"Memphis city, Tennessee",B25118_016,13562,2146
2014,4748000,"Memphis city, Tennessee",B25118_016,11161,1454
2015,4748000,"Memphis city, Tennessee",B25118_016,11003,1618
2016,4748000,"Memphis city, Tennessee",B25118_016,11235,1690
2017,4748000,"Memphis city, Tennessee",B25118_016,10349,2210
2018,4748000,"Memphis city, Tennessee",B25118_016,11047,1994
2019,4748000,"Memphis city, Tennessee",B25118_016,8599,1601
2005,4748000,"Memphis city, Tennessee",B25118_017,14773,2905
2006,4748000,"Memphis city, Tennessee",B25118_017,10282,1887
2007,4748000,"Memphis city, Tennessee",B25118_017,12695,2088
2008,4748000,"Memphis city, Tennessee",B25118_017,13614,1826
2009,4748000,"Memphis city, Tennessee",B25118_017,15005,2026
2010,4748000,"Memphis city, Tennessee",B25118_017,13841,1945
2011,4748000,"Memphis city, Tennessee",B25118_017,14644,1675
2012,4748000,"Memphis city, Tennessee",B25118_017,13663,1790
2013,4748000,"Memphis city, Tennessee",B25118_017,12243,2052
2014,4748000,"Memphis city, Tennessee",B25118_017,14089,2047
2015,4748000,"Memphis city, Tennessee",B25118_017,13282,1918
2016,4748000,"Memphis city, Tennessee",B25118_017,14637,2134
2017,4748000,"Memphis city, Tennessee",B25118_017,12785,2038
2018,4748000,"Memphis city, Tennessee",B25118_017,17096,2495
2019,4748000,"Memphis city, Tennessee",B25118_017,14645,2609
2005,4748000,"Memphis city, Tennessee",B25118_018,14100,2383
2006,4748000,"Memphis city, Tennessee",B25118_018,13792,2148
2007,4748000,"Memphis city, Tennessee",B25118_018,10927,1891
2008,4748000,"Memphis city, Tennessee",B25118_018,11985,2024
2009,4748000,"Memphis city, Tennessee",B25118_018,14830,2379
2010,4748000,"Memphis city, Tennessee",B25118_018,10760,1868
2011,4748000,"Memphis city, Tennessee",B25118_018,10991,1800
2012,4748000,"Memphis city, Tennessee",B25118_018,13423,1868
2013,4748000,"Memphis city, Tennessee",B25118_018,10708,1748
2014,4748000,"Memphis city, Tennessee",B25118_018,13426,1888
2015,4748000,"Memphis city, Tennessee",B25118_018,12824,1943
2016,4748000,"Memphis city, Tennessee",B25118_018,14037,1981
2017,4748000,"Memphis city, Tennessee",B25118_018,10338,1778
2018,4748000,"Memphis city, Tennessee",B25118_018,12733,1942
2019,4748000,"Memphis city, Tennessee",B25118_018,9546,1932
2005,4748000,"Memphis city, Tennessee",B25118_019,9410,2313
2006,4748000,"Memphis city, Tennessee",B25118_019,13508,2165
2007,4748000,"Memphis city, Tennessee",B25118_019,10002,2247
2008,4748000,"Memphis city, Tennessee",B25118_019,11117,1980
2009,4748000,"Memphis city, Tennessee",B25118_019,10884,1735
2010,4748000,"Memphis city, Tennessee",B25118_019,9108,1479
2011,4748000,"Memphis city, Tennessee",B25118_019,12525,1976
2012,4748000,"Memphis city, Tennessee",B25118_019,11005,1824
2013,4748000,"Memphis city, Tennessee",B25118_019,13714,2278
2014,4748000,"Memphis city, Tennessee",B25118_019,13904,2095
2015,4748000,"Memphis city, Tennessee",B25118_019,13500,1955
2016,4748000,"Memphis city, Tennessee",B25118_019,10591,1804
2017,4748000,"Memphis city, Tennessee",B25118_019,11552,2080
2018,4748000,"Memphis city, Tennessee",B25118_019,10694,2092
2019,4748000,"Memphis city, Tennessee",B25118_019,10726,2172
2005,4748000,"Memphis city, Tennessee",B25118_020,19049,2760
2006,4748000,"Memphis city, Tennessee",B25118_020,17828,2355
2007,4748000,"Memphis city, Tennessee",B25118_020,19730,2341
2008,4748000,"Memphis city, Tennessee",B25118_020,16082,2134
2009,4748000,"Memphis city, Tennessee",B25118_020,18584,2590
2010,4748000,"Memphis city, Tennessee",B25118_020,16805,2281
2011,4748000,"Memphis city, Tennessee",B25118_020,19383,2666
2012,4748000,"Memphis city, Tennessee",B25118_020,19680,2441
2013,4748000,"Memphis city, Tennessee",B25118_020,18801,2435
2014,4748000,"Memphis city, Tennessee",B25118_020,19526,2075
2015,4748000,"Memphis city, Tennessee",B25118_020,18022,2016
2016,4748000,"Memphis city, Tennessee",B25118_020,20590,2321
2017,4748000,"Memphis city, Tennessee",B25118_020,18687,2330
2018,4748000,"Memphis city, Tennessee",B25118_020,19708,2547
2019,4748000,"Memphis city, Tennessee",B25118_020,19979,2907
2005,4748000,"Memphis city, Tennessee",B25118_021,18161,2551
2006,4748000,"Memphis city, Tennessee",B25118_021,15334,2090
2007,4748000,"Memphis city, Tennessee",B25118_021,18260,2401
2008,4748000,"Memphis city, Tennessee",B25118_021,16627,2050
2009,4748000,"Memphis city, Tennessee",B25118_021,16550,2351
2010,4748000,"Memphis city, Tennessee",B25118_021,20097,2332
2011,4748000,"Memphis city, Tennessee",B25118_021,19043,2340
2012,4748000,"Memphis city, Tennessee",B25118_021,15960,1922
2013,4748000,"Memphis city, Tennessee",B25118_021,18855,2572
2014,4748000,"Memphis city, Tennessee",B25118_021,18724,2701
2015,4748000,"Memphis city, Tennessee",B25118_021,20538,2356
2016,4748000,"Memphis city, Tennessee",B25118_021,22980,3166
2017,4748000,"Memphis city, Tennessee",B25118_021,23201,3441
2018,4748000,"Memphis city, Tennessee",B25118_021,18477,2627
2019,4748000,"Memphis city, Tennessee",B25118_021,21429,2822
2005,4748000,"Memphis city, Tennessee",B25118_022,10913,2025
2006,4748000,"Memphis city, Tennessee",B25118_022,9707,1685
2007,4748000,"Memphis city, Tennessee",B25118_022,12083,2288
2008,4748000,"Memphis city, Tennessee",B25118_022,13804,2108
2009,4748000,"Memphis city, Tennessee",B25118_022,12726,1916
2010,4748000,"Memphis city, Tennessee",B25118_022,13329,1858
2011,4748000,"Memphis city, Tennessee",B25118_022,13825,2239
2012,4748000,"Memphis city, Tennessee",B25118_022,14715,2097
2013,4748000,"Memphis city, Tennessee",B25118_022,15189,2205
2014,4748000,"Memphis city, Tennessee",B25118_022,15478,2130
2015,4748000,"Memphis city, Tennessee",B25118_022,18835,2539
2016,4748000,"Memphis city, Tennessee",B25118_022,20289,2681
2017,4748000,"Memphis city, Tennessee",B25118_022,19744,2667
2018,4748000,"Memphis city, Tennessee",B25118_022,17082,2709
2019,4748000,"Memphis city, Tennessee",B25118_022,21978,3124
2005,4748000,"Memphis city, Tennessee",B25118_023,4687,1174
2006,4748000,"Memphis city, Tennessee",B25118_023,4489,1305
2007,4748000,"Memphis city, Tennessee",B25118_023,4340,1194
2008,4748000,"Memphis city, Tennessee",B25118_023,4671,1282
2009,4748000,"Memphis city, Tennessee",B25118_023,4333,966
2010,4748000,"Memphis city, Tennessee",B25118_023,4568,1214
2011,4748000,"Memphis city, Tennessee",B25118_023,4713,1132
2012,4748000,"Memphis city, Tennessee",B25118_023,5180,1687
2013,4748000,"Memphis city, Tennessee",B25118_023,6416,1367
2014,4748000,"Memphis city, Tennessee",B25118_023,6853,1437
2015,4748000,"Memphis city, Tennessee",B25118_023,7867,1679
2016,4748000,"Memphis city, Tennessee",B25118_023,7797,1676
2017,4748000,"Memphis city, Tennessee",B25118_023,6945,1511
2018,4748000,"Memphis city, Tennessee",B25118_023,7857,1631
2019,4748000,"Memphis city, Tennessee",B25118_023,9043,1959
2005,4748000,"Memphis city, Tennessee",B25118_024,1789,710
2006,4748000,"Memphis city, Tennessee",B25118_024,2111,885
2007,4748000,"Memphis city, Tennessee",B25118_024,2111,860
2008,4748000,"Memphis city, Tennessee",B25118_024,1457,548
2009,4748000,"Memphis city, Tennessee",B25118_024,1740,816
2010,4748000,"Memphis city, Tennessee",B25118_024,1443,541
2011,4748000,"Memphis city, Tennessee",B25118_024,3721,1711
2012,4748000,"Memphis city, Tennessee",B25118_024,2738,851
2013,4748000,"Memphis city, Tennessee",B25118_024,4823,1056
2014,4748000,"Memphis city, Tennessee",B25118_024,3689,970
2015,4748000,"Memphis city, Tennessee",B25118_024,3669,904
2016,4748000,"Memphis city, Tennessee",B25118_024,5134,1126
2017,4748000,"Memphis city, Tennessee",B25118_024,5620,1491
2018,4748000,"Memphis city, Tennessee",B25118_024,5075,1459
2019,4748000,"Memphis city, Tennessee",B25118_024,6098,1575
2005,4748000,"Memphis city, Tennessee",B25118_025,528,320
2006,4748000,"Memphis city, Tennessee",B25118_025,1032,553
2007,4748000,"Memphis city, Tennessee",B25118_025,558,381
2008,4748000,"Memphis city, Tennessee",B25118_025,1000,595
2009,4748000,"Memphis city, Tennessee",B25118_025,919,439
2010,4748000,"Memphis city, Tennessee",B25118_025,1069,615
2011,4748000,"Memphis city, Tennessee",B25118_025,849,396
2012,4748000,"Memphis city, Tennessee",B25118_025,1053,602
2013,4748000,"Memphis city, Tennessee",B25118_025,1979,1005
2014,4748000,"Memphis city, Tennessee",B25118_025,1584,739
2015,4748000,"Memphis city, Tennessee",B25118_025,2337,695
2016,4748000,"Memphis city, Tennessee",B25118_025,2584,928
2017,4748000,"Memphis city, Tennessee",B25118_025,2193,838
2018,4748000,"Memphis city, Tennessee",B25118_025,2496,673
2019,4748000,"Memphis city, Tennessee",B25118_025,3096,1167
2005,4748000,"Memphis city, Tennessee",B25119_001,33244,1411
2006,4748000,"Memphis city, Tennessee",B25119_001,32594,1022
2007,4748000,"Memphis city, Tennessee",B25119_001,35143,1238
2008,4748000,"Memphis city, Tennessee",B25119_001,37207,1267
2009,4748000,"Memphis city, Tennessee",B25119_001,34203,1367
2010,4748000,"Memphis city, Tennessee",B25119_001,37045,1180
2011,4748000,"Memphis city, Tennessee",B25119_001,34960,1596
2012,4748000,"Memphis city, Tennessee",B25119_001,33563,1381
2013,4748000,"Memphis city, Tennessee",B25119_001,36722,1455
2014,4748000,"Memphis city, Tennessee",B25119_001,34704,1526
2015,4748000,"Memphis city, Tennessee",B25119_001,36908,897
2016,4748000,"Memphis city, Tennessee",B25119_001,38826,1829
2017,4748000,"Memphis city, Tennessee",B25119_001,39333,2011
2018,4748000,"Memphis city, Tennessee",B25119_001,37199,1451
2019,4748000,"Memphis city, Tennessee",B25119_001,43794,2177
2005,4748000,"Memphis city, Tennessee",B25119_002,44876,2204
2006,4748000,"Memphis city, Tennessee",B25119_002,44249,1948
2007,4748000,"Memphis city, Tennessee",B25119_002,50860,1873
2008,4748000,"Memphis city, Tennessee",B25119_002,51131,1969
2009,4748000,"Memphis city, Tennessee",B25119_002,50065,1663
2010,4748000,"Memphis city, Tennessee",B25119_002,53145,2801
2011,4748000,"Memphis city, Tennessee",B25119_002,51146,1623
2012,4748000,"Memphis city, Tennessee",B25119_002,51515,1397
2013,4748000,"Memphis city, Tennessee",B25119_002,52559,2470
2014,4748000,"Memphis city, Tennessee",B25119_002,51181,1896
2015,4748000,"Memphis city, Tennessee",B25119_002,53709,3610
2016,4748000,"Memphis city, Tennessee",B25119_002,56080,2012
2017,4748000,"Memphis city, Tennessee",B25119_002,55571,2708
2018,4748000,"Memphis city, Tennessee",B25119_002,55737,2889
2019,4748000,"Memphis city, Tennessee",B25119_002,64091,3478
2005,4748000,"Memphis city, Tennessee",B25119_003,22205,1912
2006,4748000,"Memphis city, Tennessee",B25119_003,22817,967
2007,4748000,"Memphis city, Tennessee",B25119_003,23974,1986
2008,4748000,"Memphis city, Tennessee",B25119_003,24434,1412
2009,4748000,"Memphis city, Tennessee",B25119_003,22802,1494
2010,4748000,"Memphis city, Tennessee",B25119_003,24641,2220
2011,4748000,"Memphis city, Tennessee",B25119_003,24559,1504
2012,4748000,"Memphis city, Tennessee",B25119_003,23736,1468
2013,4748000,"Memphis city, Tennessee",B25119_003,25406,1075
2014,4748000,"Memphis city, Tennessee",B25119_003,25048,1532
2015,4748000,"Memphis city, Tennessee",B25119_003,26976,1251
2016,4748000,"Memphis city, Tennessee",B25119_003,27620,1687
2017,4748000,"Memphis city, Tennessee",B25119_003,29939,1821
2018,4748000,"Memphis city, Tennessee",B25119_003,26360,1612
2019,4748000,"Memphis city, Tennessee",B25119_003,30866,1673
